Commit A,Commit B,Benchmark,Del Func >= X,New Func >= X,Reached Del Func >= X,Top Chg by Call >= X%,Top > X% by Call Chg by >= 10%,Top Chg by Instr >= X%,Top Chg Len >= X%,Top Reached Chg Len >= X%,Hit/Dismiss
90a78b83,f831acc6,p5302-pack-index.sh-perf-report,517,926,8,0.41,0.41,False,1.0,1.0,0
90a78b83,f831acc6,p5310-pack-bitmaps.sh-perf-report,517,926,11,4.56,0.72,False,1.0,1.0,0
268ef4d3,951b551d,p4000-diff-algorithms.sh-perf-report,60,107,2,1.98,0.13,False,1.0,1.0,0
268ef4d3,951b551d,p7000-filter-branch.sh-perf-report,60,107,3,0.01,0.01,False,1.0,1.0,0
d66f68ff,f2c96ceb,p7000-filter-branch.sh-perf-report,107,71,4,0.01,0.01,False,1.0,1.0,0
1f66975d,f4beed60,p4000-diff-algorithms.sh-perf-report,73,107,2,2.05,0.13,False,1.0,1.0,0
1f66975d,f4beed60,p7000-filter-branch.sh-perf-report,73,107,4,0.05,0.01,False,1.0,1.0,0
e6273f4d,845de33a,p0000-perf-lib-sanity.sh-perf-report,393,270,3,0.04,0.03,False,1.0,1.0,0
e6273f4d,845de33a,p0001-rev-list.sh-perf-report,393,270,8,12.48,0.27,False,1.0,1.0,0
e6273f4d,845de33a,p4000-diff-algorithms.sh-perf-report,393,270,10,0.09,0.01,False,1.0,1.0,0
e6273f4d,845de33a,p4001-diff-no-index.sh-perf-report,393,270,3,0.02,0.01,False,1.0,1.0,0
e6273f4d,845de33a,p4211-line-log.sh-perf-report,393,270,5,0.7,0.7,False,1.0,1.0,0
e6273f4d,845de33a,p5302-pack-index.sh-perf-report,393,270,12,0.26,0.08,False,1.0,1.0,0
e6273f4d,845de33a,p5310-pack-bitmaps.sh-perf-report,393,270,18,4.97,0.82,False,1.0,1.0,0
e6273f4d,845de33a,p7000-filter-branch.sh-perf-report,393,270,23,1.65,1.65,False,1.0,1.0,0
e6273f4d,845de33a,p7300-clean.sh-perf-report,393,270,6,10.57,0.19,False,1.0,1.0,0
6a36e1e7,787a490c,p0000-perf-lib-sanity.sh-perf-report,270,393,2,0.03,0.02,False,1.0,1.0,0
6a36e1e7,787a490c,p0001-rev-list.sh-perf-report,270,393,7,12.34,0.25,False,1.0,1.0,0
6a36e1e7,787a490c,p4000-diff-algorithms.sh-perf-report,270,393,3,0.08,0.03,False,1.0,1.0,0
6a36e1e7,787a490c,p4001-diff-no-index.sh-perf-report,270,393,2,0.04,0.01,False,1.0,1.0,0
6a36e1e7,787a490c,p4211-line-log.sh-perf-report,270,393,6,0.67,0.67,False,1.0,1.0,0
6a36e1e7,787a490c,p5302-pack-index.sh-perf-report,270,393,11,0.26,0.08,False,1.0,1.0,0
6a36e1e7,787a490c,p5310-pack-bitmaps.sh-perf-report,270,393,16,4.78,0.75,False,1.0,1.0,0
6a36e1e7,787a490c,p7300-clean.sh-perf-report,270,393,2,12.3,0.07,False,1.0,1.0,1
b153d2ae,0f8e8313,p4000-diff-algorithms.sh-perf-report,73,105,2,2.11,0.14,False,1.0,1.0,0
3916adf9,d9d501b0,p0000-perf-lib-sanity.sh-perf-report,1007,568,4,0.06,0.06,False,1.0,1.0,0
3916adf9,d9d501b0,p0001-rev-list.sh-perf-report,1007,568,17,12.16,3.31,False,1.0,1.0,0
3916adf9,d9d501b0,p4000-diff-algorithms.sh-perf-report,1007,568,15,2,0.63,False,1.0,1.0,0
3916adf9,d9d501b0,p4001-diff-no-index.sh-perf-report,1007,568,5,0.05,0.03,False,1.0,1.0,0
3916adf9,d9d501b0,p4211-line-log.sh-perf-report,1007,568,10,8.39,0.9,False,1.0,1.0,0
3916adf9,d9d501b0,p5302-pack-index.sh-perf-report,1007,568,25,0.26,0.08,False,1.0,1.0,1
3916adf9,d9d501b0,p5310-pack-bitmaps.sh-perf-report,1007,568,32,5,1.37,False,1.0,1.0,0
3916adf9,d9d501b0,p7000-filter-branch.sh-perf-report,1007,568,47,4.65,2.26,False,1.0,1.0,0
3916adf9,d9d501b0,p7300-clean.sh-perf-report,1007,568,12,9.56,0.42,False,1.0,1.0,0
3916adf9,d9d501b0,p7810-grep.sh-perf-report,1007,568,7,0.03,0.03,False,1.0,1.0,0
d9d501b0,e9980419,p0000-perf-lib-sanity.sh-perf-report,475,925,4,0.29,0.29,False,1.0,1.0,0
d9d501b0,e9980419,p0001-rev-list.sh-perf-report,475,925,6,12.46,0.26,False,1.0,1.0,0
d9d501b0,e9980419,p4000-diff-algorithms.sh-perf-report,475,925,9,0.2,0.2,False,1.0,1.0,0
d9d501b0,e9980419,p4001-diff-no-index.sh-perf-report,475,925,2,0.06,0.03,False,1.0,1.0,0
d9d501b0,e9980419,p4211-line-log.sh-perf-report,475,925,6,0.39,0.09,False,1.0,1.0,0
d9d501b0,e9980419,p5302-pack-index.sh-perf-report,475,925,17,0.4,0.4,False,1.0,1.0,0
d9d501b0,e9980419,p5310-pack-bitmaps.sh-perf-report,475,925,21,4.41,0.26,False,1.0,1.0,0
d9d501b0,e9980419,p7810-grep.sh-perf-report,475,925,5,0.04,0.03,False,1.0,1.0,0
e9980419,c57e501c,p0000-perf-lib-sanity.sh-perf-report,154,143,3,0.04,0.01,False,1.0,0.36585365853658536,0
e9980419,c57e501c,p0001-rev-list.sh-perf-report,154,143,5,7.81,3.04,False,1.0,1.0,0
e9980419,c57e501c,p4000-diff-algorithms.sh-perf-report,154,143,1,2.03,0.65,False,1.0,1.0,0
e9980419,c57e501c,p4211-line-log.sh-perf-report,154,143,2,5.88,0.67,False,1.0,0.3333333333333333,1
e9980419,c57e501c,p5302-pack-index.sh-perf-report,154,143,7,0.24,0.07,False,1.0,0.9130434782608695,0
e9980419,c57e501c,p5310-pack-bitmaps.sh-perf-report,154,143,8,2.86,1.1,False,1.0,1.0,0
e9980419,c57e501c,p7000-filter-branch.sh-perf-report,154,143,8,0.43,0.43,False,1.0,1.0,0
e9980419,c57e501c,p7300-clean.sh-perf-report,154,143,2,11.25,0.08,False,1.0,0.36585365853658536,0
9ce2824e,352d72a3,p7000-filter-branch.sh-perf-report,5,16,2,0.02,0.02,False,1.0,0.25,0
9ce2824e,352d72a3,p7300-clean.sh-perf-report,5,16,1,9.34,2.2,False,1.0,0.25,0
9e6c1e91,50b4a780,p0001-rev-list.sh-perf-report,230,326,9,12.52,3.02,False,1.0,1.0,0
9e6c1e91,50b4a780,p4211-line-log.sh-perf-report,230,326,3,0.67,0.64,False,1.0,1.0,0
9e6c1e91,50b4a780,p5302-pack-index.sh-perf-report,230,326,5,0.26,0.06,False,1.0,1.0,0
9e6c1e91,50b4a780,p5310-pack-bitmaps.sh-perf-report,230,326,12,4.65,1.18,False,1.0,1.0,0
9e6c1e91,50b4a780,p7300-clean.sh-perf-report,230,326,1,0.64,0.07,False,1.0,1.0,1
50b4a780,f7f90e0f,p5302-pack-index.sh-perf-report,61,108,5,0.07,0.07,False,1.0,0.8888888888888888,0
50b4a780,f7f90e0f,p5310-pack-bitmaps.sh-perf-report,61,108,7,0.42,0.29,False,1.0,1.0,0
50b4a780,f7f90e0f,p7000-filter-branch.sh-perf-report,61,108,4,0.02,0.01,False,1.0,1.0,0
b15a3e00,462cbb41,p0000-perf-lib-sanity.sh-perf-report,1307,615,8,0.09,0.04,False,1.0,1.0,0
b15a3e00,462cbb41,p0001-rev-list.sh-perf-report,1307,615,21,12.49,3.3,False,1.0,1.0,0
b15a3e00,462cbb41,p4000-diff-algorithms.sh-perf-report,1307,615,25,0.48,0.14,False,1.0,1.0,0
b15a3e00,462cbb41,p4001-diff-no-index.sh-perf-report,1307,615,7,0.05,0.03,False,1.0,1.0,0
b15a3e00,462cbb41,p4211-line-log.sh-perf-report,1307,615,18,0.72,0.72,False,1.0,1.0,0
b15a3e00,462cbb41,p5302-pack-index.sh-perf-report,1307,615,34,0.26,0.07,False,1.0,1.0,1
b15a3e00,462cbb41,p5310-pack-bitmaps.sh-perf-report,1307,615,43,4.96,1.32,False,1.0,1.0,0
b15a3e00,462cbb41,p7000-filter-branch.sh-perf-report,1307,615,60,4.29,2.1,False,1.0,1.0,0
b15a3e00,462cbb41,p7300-clean.sh-perf-report,1307,615,15,10.31,0.38,False,1.0,1.0,0
b15a3e00,462cbb41,p7810-grep.sh-perf-report,1307,615,9,0.03,0.03,False,1.0,1.0,0
2bb73ae8,cd82b7a0,p0000-perf-lib-sanity.sh-perf-report,655,300,7,0.15,0.04,False,1.0,1.0,0
2bb73ae8,cd82b7a0,p0001-rev-list.sh-perf-report,655,300,17,3.27,3.27,False,1.0,1.0,0
2bb73ae8,cd82b7a0,p4000-diff-algorithms.sh-perf-report,655,300,20,1.72,1.72,False,1.0,1.0,0
2bb73ae8,cd82b7a0,p4001-diff-no-index.sh-perf-report,655,300,5,0.06,0.06,False,1.0,0.5789473684210527,0
2bb73ae8,cd82b7a0,p4211-line-log.sh-perf-report,655,300,23,4.56,4.56,False,1.0,1.0,0
2bb73ae8,cd82b7a0,p5302-pack-index.sh-perf-report,655,300,21,0.08,0.07,False,1.0,1.0,0
2bb73ae8,cd82b7a0,p5310-pack-bitmaps.sh-perf-report,655,300,29,1.2,1.2,False,1.0,1.0,0
2bb73ae8,cd82b7a0,p7810-grep.sh-perf-report,655,300,7,0.03,0.03,False,1.0,0.7333333333333333,0
cd82b7a0,d2986d0f,p0000-perf-lib-sanity.sh-perf-report,694,1501,7,0.11,0.07,False,1.0,1.0,0
cd82b7a0,d2986d0f,p0001-rev-list.sh-perf-report,694,1501,14,12.35,3.25,False,1.0,1.0,0
cd82b7a0,d2986d0f,p4000-diff-algorithms.sh-perf-report,694,1501,15,1.88,1.88,False,1.0,1.0,0
cd82b7a0,d2986d0f,p4001-diff-no-index.sh-perf-report,694,1501,2,0.07,0.04,False,1.0,0.36585365853658536,0
cd82b7a0,d2986d0f,p4211-line-log.sh-perf-report,694,1501,15,4.31,4.31,False,1.0,1.0,1
cd82b7a0,d2986d0f,p5302-pack-index.sh-perf-report,694,1501,19,0.4,0.4,False,1.0,1.0,0
cd82b7a0,d2986d0f,p5310-pack-bitmaps.sh-perf-report,694,1501,26,3.96,1.08,False,1.0,1.0,0
cd82b7a0,d2986d0f,p7810-grep.sh-perf-report,694,1501,5,0.04,0.02,False,1.0,1.0,0
4aa2c475,e2522f2a,p5302-pack-index.sh-perf-report,118,75,3,0.15,0.07,False,1.0,0.1,0
e2522f2a,7063693d,p0000-perf-lib-sanity.sh-perf-report,926,517,2,0.1,0.04,False,1.0,1.0,0
e2522f2a,7063693d,p0001-rev-list.sh-perf-report,926,517,8,12.44,0.25,False,1.0,1.0,0
e2522f2a,7063693d,p3404-rebase-interactive.sh-perf-report,926,517,26,2.03,0.86,False,1.0,1.0,0
e2522f2a,7063693d,p4000-diff-algorithms.sh-perf-report,926,517,14,1.98,0.66,False,1.0,1.0,0
e2522f2a,7063693d,p4211-line-log.sh-perf-report,926,517,6,8.35,0.9,False,1.0,1.0,0
e2522f2a,7063693d,p5302-pack-index.sh-perf-report,926,517,8,0.25,0.07,False,1.0,1.0,0
e2522f2a,7063693d,p5310-pack-bitmaps.sh-perf-report,926,517,19,5.05,0.79,False,1.0,1.0,0
e2522f2a,7063693d,p7000-filter-branch.sh-perf-report,926,517,34,5.12,2.42,False,1.0,1.0,0
e2522f2a,7063693d,p7300-clean.sh-perf-report,926,517,8,9.31,0.49,False,1.0,1.0,0
7063693d,9ee8f940,p0000-perf-lib-sanity.sh-perf-report,457,913,1,0.09,0.09,False,1.0,0.37142857142857144,0
7063693d,9ee8f940,p0001-rev-list.sh-perf-report,457,913,4,12.43,0.29,False,1.0,1.0,0
7063693d,9ee8f940,p4000-diff-algorithms.sh-perf-report,457,913,7,0.21,0.21,False,1.0,1.0,0
7063693d,9ee8f940,p4001-diff-no-index.sh-perf-report,457,913,1,0.07,0.03,False,1.0,1.0,0
7063693d,9ee8f940,p4211-line-log.sh-perf-report,457,913,2,0.67,0.67,False,1.0,1.0,0
7063693d,9ee8f940,p5302-pack-index.sh-perf-report,457,913,10,0.41,0.41,False,1.0,1.0,0
7063693d,9ee8f940,p5310-pack-bitmaps.sh-perf-report,457,913,20,4.51,0.71,False,1.0,1.0,0
7063693d,9ee8f940,p7810-grep.sh-perf-report,457,913,4,0.03,0.01,False,1.0,1.0,0
51dd3e81,6f27b941,p7000-filter-branch.sh-perf-report,117,73,1,0.05,0.01,False,1.0,1.0,0
fb85db84,8f31fac3,p0000-perf-lib-sanity.sh-perf-report,596,1010,2,0.08,0.08,False,1.0,1.0,0
fb85db84,8f31fac3,p0001-rev-list.sh-perf-report,596,1010,1,12.47,0.28,False,1.0,1.0,0
fb85db84,8f31fac3,p4000-diff-algorithms.sh-perf-report,596,1010,7,1.79,0.63,False,1.0,1.0,0
fb85db84,8f31fac3,p4211-line-log.sh-perf-report,596,1010,3,6.05,0.67,False,1.0,1.0,1
fb85db84,8f31fac3,p5302-pack-index.sh-perf-report,596,1010,11,0.4,0.4,False,1.0,1.0,0
fb85db84,8f31fac3,p5310-pack-bitmaps.sh-perf-report,596,1010,15,4.44,0.66,False,1.0,1.0,0
fb85db84,8f31fac3,p7810-grep.sh-perf-report,596,1010,7,0.01,0.01,False,1.0,1.0,0
a1bc3dd4,be3ac81f,p7000-filter-branch.sh-perf-report,93,116,1,0.04,0.03,False,1.0,0.45454545454545453,1
a1bc3dd4,be3ac81f,p7300-clean.sh-perf-report,93,116,1,9.5,2.15,False,1.0,0.25,0
6326f199,0719f3ee,p3404-rebase-interactive.sh-perf-report,91,110,5,0.48,0.01,False,1.0,1.0,0
6326f199,0719f3ee,p4000-diff-algorithms.sh-perf-report,91,110,2,2.04,0.14,False,1.0,1.0,0
6326f199,0719f3ee,p7000-filter-branch.sh-perf-report,91,110,4,0.07,0.02,False,1.0,1.0,0
6326f199,0719f3ee,p7300-clean.sh-perf-report,91,110,3,9.89,2.21,False,1.0,0.25,0
0719f3ee,68353144,p7000-filter-branch.sh-perf-report,11,41,1,0.06,0.01,False,1.0,0.36363636363636365,0
0719f3ee,68353144,p7300-clean.sh-perf-report,11,41,1,10.28,2.28,False,1.0,0.25,0
860a2ebe,9f23e040,p7000-filter-branch.sh-perf-report,110,93,6,0.04,0.02,False,1.0,1.0,1
860a2ebe,9f23e040,p7300-clean.sh-perf-report,110,93,1,10.32,2.23,False,1.0,0.37037037037037035,0
d9925d1a,0f974e21,p0000-perf-lib-sanity.sh-perf-report,961,521,4,0.04,0.03,False,1.0,1.0,0
d9925d1a,0f974e21,p0001-rev-list.sh-perf-report,961,521,11,12.45,0.3,False,1.0,1.0,0
d9925d1a,0f974e21,p3404-rebase-interactive.sh-perf-report,961,521,31,1.88,0.87,False,1.0,1.0,0
d9925d1a,0f974e21,p4000-diff-algorithms.sh-perf-report,961,521,16,2.02,0.63,False,1.0,1.0,0
d9925d1a,0f974e21,p4001-diff-no-index.sh-perf-report,961,521,3,0.05,0.02,False,1.0,0.37142857142857144,0
d9925d1a,0f974e21,p4211-line-log.sh-perf-report,961,521,8,8.42,0.93,False,1.0,1.0,0
d9925d1a,0f974e21,p5302-pack-index.sh-perf-report,961,521,16,0.26,0.07,False,1.0,1.0,0
d9925d1a,0f974e21,p5310-pack-bitmaps.sh-perf-report,961,521,28,5.06,0.78,False,1.0,1.0,0
d9925d1a,0f974e21,p7000-filter-branch.sh-perf-report,961,521,42,4.88,2.46,False,1.0,1.0,0
d9925d1a,0f974e21,p7300-clean.sh-perf-report,961,521,11,9.56,2.25,False,1.0,1.0,0
0f974e21,34d8f5a8,p4000-diff-algorithms.sh-perf-report,98,219,1,0.22,0.22,False,1.0,1.0,0
0f974e21,34d8f5a8,p5302-pack-index.sh-perf-report,98,219,2,0.41,0.41,False,1.0,1.0,0
0f974e21,34d8f5a8,p5310-pack-bitmaps.sh-perf-report,98,219,3,0.04,0.02,False,1.0,1.0,0
34d8f5a8,a7d4c49a,p0000-perf-lib-sanity.sh-perf-report,522,815,3,0.04,0.04,False,1.0,1.0,1
34d8f5a8,a7d4c49a,p0001-rev-list.sh-perf-report,522,815,5,12.48,0.3,False,1.0,1.0,0
34d8f5a8,a7d4c49a,p4000-diff-algorithms.sh-perf-report,522,815,7,1.79,0.63,False,1.0,1.0,0
34d8f5a8,a7d4c49a,p4001-diff-no-index.sh-perf-report,522,815,1,0.03,0.01,False,1.0,0.36585365853658536,0
34d8f5a8,a7d4c49a,p4211-line-log.sh-perf-report,522,815,7,5.94,0.64,False,1.0,1.0,1
34d8f5a8,a7d4c49a,p5302-pack-index.sh-perf-report,522,815,11,0.26,0.08,False,1.0,1.0,0
34d8f5a8,a7d4c49a,p5310-pack-bitmaps.sh-perf-report,522,815,14,4.56,0.69,False,1.0,1.0,0
a7d4c49a,f6136f3c,p7000-filter-branch.sh-perf-report,94,117,1,0.09,0.03,False,1.0,0.45454545454545453,1
283badc3,05781d37,p3404-rebase-interactive.sh-perf-report,92,110,3,0.45,0.01,False,1.0,0.25,0
283badc3,05781d37,p4000-diff-algorithms.sh-perf-report,92,110,2,1.96,0.14,False,1.0,1.0,0
283badc3,05781d37,p7000-filter-branch.sh-perf-report,92,110,4,0.06,0.02,False,1.0,1.0,0
283badc3,05781d37,p7300-clean.sh-perf-report,92,110,2,9.79,2.13,False,1.0,0.25,0
0b65a8db,c42b5d8e,p4001-diff-no-index.sh-perf-report,110,91,1,0.06,0.01,False,1.0,0.25,0
0b65a8db,c42b5d8e,p7000-filter-branch.sh-perf-report,110,91,5,0.06,0.02,False,1.0,1.0,0
0b65a8db,c42b5d8e,p7300-clean.sh-perf-report,110,91,1,10.98,2.43,False,1.0,0.25,0
71abeb75,bd8f0055,p0000-perf-lib-sanity.sh-perf-report,91,110,1,0.05,0.01,False,1.0,0.25,0
71abeb75,bd8f0055,p4000-diff-algorithms.sh-perf-report,91,110,2,2.03,0.13,False,1.0,1.0,0
71abeb75,bd8f0055,p4001-diff-no-index.sh-perf-report,91,110,1,0.05,0.01,False,1.0,0.25,0
71abeb75,bd8f0055,p7000-filter-branch.sh-perf-report,91,110,6,0.03,0.03,False,1.0,1.0,0
71abeb75,bd8f0055,p7300-clean.sh-perf-report,91,110,2,9.55,2.19,False,1.0,0.25,0
b8ba412b,41f5b21f,p0000-perf-lib-sanity.sh-perf-report,457,914,3,0.08,0.02,False,1.0,1.0,0
b8ba412b,41f5b21f,p0001-rev-list.sh-perf-report,457,914,4,12.43,0.27,False,1.0,1.0,0
b8ba412b,41f5b21f,p4000-diff-algorithms.sh-perf-report,457,914,6,1.49,0.2,False,1.0,1.0,0
b8ba412b,41f5b21f,p4001-diff-no-index.sh-perf-report,457,914,2,0.04,0.02,False,1.0,1.0,0
b8ba412b,41f5b21f,p4211-line-log.sh-perf-report,457,914,3,4.11,0.68,False,1.0,1.0,0
b8ba412b,41f5b21f,p5302-pack-index.sh-perf-report,457,914,11,0.25,0.08,False,1.0,1.0,0
b8ba412b,41f5b21f,p5310-pack-bitmaps.sh-perf-report,457,914,14,4.44,0.69,False,1.0,1.0,0
2a0e6cde,6f8d9bcc,p0000-perf-lib-sanity.sh-perf-report,110,124,2,0.03,0.01,False,1.0,0.25,0
2a0e6cde,6f8d9bcc,p3404-rebase-interactive.sh-perf-report,110,124,8,0.46,0.09,False,1.0,1.0,0
2a0e6cde,6f8d9bcc,p4000-diff-algorithms.sh-perf-report,110,124,2,1.96,0.65,False,1.0,1.0,0
2a0e6cde,6f8d9bcc,p4001-diff-no-index.sh-perf-report,110,124,1,0.06,0.02,False,1.0,0.2222222222222222,0
2a0e6cde,6f8d9bcc,p5302-pack-index.sh-perf-report,110,124,6,0.25,0.07,False,1.0,0.25,0
2a0e6cde,6f8d9bcc,p7000-filter-branch.sh-perf-report,110,124,10,0.06,0.02,False,1.0,1.0,0
2a0e6cde,6f8d9bcc,p7300-clean.sh-perf-report,110,124,5,9.73,2.17,False,1.0,0.25,0
b333d0d6,21d2a9e3,p5302-pack-index.sh-perf-report,19,12,3,0.07,0.07,False,1.0,0.1,0
634d2344,5580b271,p0000-perf-lib-sanity.sh-perf-report,897,450,3,0.08,0.02,False,1.0,1.0,0
634d2344,5580b271,p0001-rev-list.sh-perf-report,897,450,9,12.25,0.29,False,1.0,1.0,0
634d2344,5580b271,p4000-diff-algorithms.sh-perf-report,897,450,13,0.65,0.65,False,1.0,1.0,0
634d2344,5580b271,p4001-diff-no-index.sh-perf-report,897,450,2,0.06,0.02,False,1.0,1.0,0
634d2344,5580b271,p4211-line-log.sh-perf-report,897,450,9,0.69,0.69,False,1.0,1.0,0
634d2344,5580b271,p5302-pack-index.sh-perf-report,897,450,9,0.26,0.04,False,1.0,1.0,0
634d2344,5580b271,p5310-pack-bitmaps.sh-perf-report,897,450,21,4.76,0.75,False,1.0,1.0,0
634d2344,5580b271,p7000-filter-branch.sh-perf-report,897,450,43,4.93,2.42,False,1.0,1.0,0
634d2344,5580b271,p7300-clean.sh-perf-report,897,450,9,0.49,0.49,False,1.0,1.0,0
5580b271,dc72b500,p0000-perf-lib-sanity.sh-perf-report,459,914,4,0.16,0.16,False,1.0,1.0,0
5580b271,dc72b500,p0001-rev-list.sh-perf-report,459,914,3,12.26,0.29,False,1.0,1.0,0
5580b271,dc72b500,p4000-diff-algorithms.sh-perf-report,459,914,8,0.64,0.64,False,1.0,1.0,0
5580b271,dc72b500,p4001-diff-no-index.sh-perf-report,459,914,2,0.07,0.04,False,1.0,1.0,0
5580b271,dc72b500,p4211-line-log.sh-perf-report,459,914,3,0.64,0.64,False,1.0,1.0,0
5580b271,dc72b500,p5302-pack-index.sh-perf-report,459,914,14,0.4,0.4,False,1.0,1.0,0
5580b271,dc72b500,p5310-pack-bitmaps.sh-perf-report,459,914,14,4.45,0.62,False,1.0,1.0,0
5580b271,dc72b500,p7810-grep.sh-perf-report,459,914,2,0.02,0.02,False,1.0,0.36585365853658536,1
3a39f61e,8ffc9d26,p4001-diff-no-index.sh-perf-report,110,91,1,0.03,0.01,False,1.0,0.25,0
3a39f61e,8ffc9d26,p7000-filter-branch.sh-perf-report,110,91,5,0.04,0.02,False,1.0,1.0,1
3a39f61e,8ffc9d26,p7300-clean.sh-perf-report,110,91,1,10.49,2.3,False,1.0,0.25,0
25c7aeb1,efe47281,p0000-perf-lib-sanity.sh-perf-report,52,97,1,0.05,0.01,False,1.0,0.25,0
25c7aeb1,efe47281,p3404-rebase-interactive.sh-perf-report,52,97,2,0.42,0.01,False,1.0,0.25,0
25c7aeb1,efe47281,p7000-filter-branch.sh-perf-report,52,97,2,0.06,0.02,False,1.0,0.36363636363636365,0
25c7aeb1,efe47281,p7300-clean.sh-perf-report,52,97,2,9.55,2.1,False,1.0,0.25,0
64093fc0,7013220d,p0000-perf-lib-sanity.sh-perf-report,342,426,1,0.06,0.04,False,1.0,1.0,0
64093fc0,7013220d,p0001-rev-list.sh-perf-report,342,426,3,12.56,0.28,False,1.0,1.0,0
64093fc0,7013220d,p4000-diff-algorithms.sh-perf-report,342,426,5,1.84,0.62,False,1.0,1.0,0
64093fc0,7013220d,p4001-diff-no-index.sh-perf-report,342,426,1,0.07,0.02,False,1.0,0.36585365853658536,0
